DET,Michigan,US26
MUL,Georgia,US13
OCH,Texas,US48
LFK,Texas,US48
PEQ,Texas,US48
PRO,Oklahoma,US40
GGE,South Carolina,US45
SSC,South Carolina,US45
SUM,South Carolina,US45
SRU,California,US06
SCH,New York,US36
ZTD,New York,US36
SNK,Texas,US48
TLR,California,US06
WGO,Virginia,US51
WWR,Oklahoma,US40
IDI,Pennsylvania,US42
THV,Pennsylvania,US42
HPT,Iowa,US19
HUD,Iowa,US19
LNP,Virginia,US51
MTW,Wisconsin,US55
MPR,Kansas,US20
NPT,Rhode Island,US44
TIX,Florida,US12
LRF,Arkansas,US05
PAE,Washington,US53
GLB,Arizona,US04
PVW,Texas,US48
ROG,Arkansas,US05
HSI,Nebraska,US31
IJX,Illinois,US17
CJN,California,US06
KIC,California,US06
RKW,Tennessee,US47
MMU,New Jersey,US34
VRB,Florida,US12
HUM,Louisiana,US22
CNE,Colorado,US08
MXC,Utah,US49
UST,Florida,US12
CWO,Texas,US48
MWL,Texas,US48
RXE,Idaho,US16
RMG,Georgia,US13
ISW,Wisconsin,US55
SPQ,California,US06
LNN,Ohio,US39
RLA,Missouri,US29
LCQ,Florida,US12
SGH,Ohio,US39
RZZ,North Carolina,US37
PWT,Washington,US53
VSK,Washington,US53
ILN,Ohio,US39
JTO,California,US06
FRR,Virginia,US51
FBL,Minnesota,US27
SRW,North Carolina,US37
LDJ,New Jersey,US34
LKV,Oregon,US41
MSV,New York,US36
PAO,California,US06
HWD,California,US06
DCU,Alabama,US01
LPC,California,US06
VBG,California,US06
XES,Wisconsin,US55
VNC,Florida,US12
EEN,New Hampshire,US33
TTD,Oregon,US41
PCT,New Jersey,US34
ZTJ,New Jersey,US34
JGX,California,US06
JSG,California,US06
SRF,California,US06
MJX,New Jersey,US34
MRC,Tennessee,US47
ESN,Maryland,US24
HBK,Arizona,US04
ZZV,Ohio,US39
RKH,South Carolina,US45
PTS,Kansas,US20
DMN,New Mexico,US35
EED,California,US06
SKY,Ohio,US39
LFI,Virginia,US51
CLU,Indiana,US18
GCC,Wyoming,US56
MDH,Illinois,US17
LRO,California,US06
GSH,Indiana,US18
HBG,Mississippi,US28
EDG,Maryland,US24
GSB,North Carolina,US37
JHY,Massachusetts,US25
RBL,California,US06
PVF,California,US06
WEA,Texas,US48
PTK,Michigan,US26
GBR,Massachusetts,US25
SNL,Oklahoma,US40
DBN,Georgia,US13
ERV,Texas,US48
JVL,Wisconsin,US55
THA,Tennessee,US47
TUH,Tennessee,US47
SRC,Arkansas,US05
ILG,Delaware,US10
ZWI,Delaware,US10
LVM,Montana,US30
OFK,Nebraska,US31
UKI,California,US06
OGD,Utah,US49
HIF,Utah,US49
TVL,California,US06
BZF,California,US06
GLR,Michigan,US26
SER,Indiana,US18
IKB,North Carolina,US37
GOK,Oklahoma,US40
MQY,Tennessee,US47
SVH,North Carolina,US37
TMA,Georgia,US13
CEF,Massachusetts,US25
ZSF,Massachusetts,US25
CZK,Oregon,US41
RWF,Minnesota,US27
NSE,Florida,US12
NSF,Maryland,US24
ADW,Maryland,US24
LCI,New Hampshire,US33
JBK,California,US06
WHT,Texas,US48
HTO,New York,US36
GWS,Colorado,US08
HKY,North Carolina,US37
MPZ,Iowa,US19
LEW,Maine,US23
PUC,Utah,US49
NBU,Illinois,US17
MIE,Indiana,US18
TNU,Iowa,US19
AHM,Oregon,US41
PTW,Pennsylvania,US42
GAD,Alabama,US01
IAG,New York,US36
MPV,Vermont,US50
WVI,California,US06
VPZ,Indiana,US18
HEZ,Mississippi,US28
FUL,California,US06
MXG,Massachusetts,US25
KPD,Pennsylvania,US42
BJJ,Ohio,US39
MFH,Nevada,US32
SUO,Oregon,US41
PMD,California,US06
GFD,Indiana,US18
ELK,Oklahoma,US40
ECG,North Carolina,US37
OCF,Florida,US12
MWO,Ohio,US39
SOW,Arizona,US04
SUA,Florida,US12
ONO,Oregon,US41
WLM,Massachusetts,US25
BAB,California,US06
MYV,California,US06
MIO,Oklahoma,US40
SWD,Alaska,US02
JSD,Connecticut,US09
ODC,California,US06
GUF,Alabama,US01
FFT,Kentucky,US21
CGS,Maryland,US24
GCY,Tennessee,US47
PYM,Massachusetts,US25
LVK,California,US06
HLM,Michigan,US26
CLK,Oklahoma,US40
CSM,Oklahoma,US40
PGD,Florida,US12
NCQ,Georgia,US13
MGE,Georgia,US13
SNS,California,US06
JMN,Minnesota,US27
MKT,Minnesota,US27
AOH,Ohio,US39
BAF,Massachusetts,US25
OSB,Missouri,US29
LGC,Georgia,US13
RWI,North Carolina,US37
OCE,Maryland,US24
SVE,California,US06
VYS,Illinois,US17
PRX,Texas,US48
APG,Maryland,US24
MHV,California,US06
FRM,Minnesota,US27
FOP,Georgia,US13
NUC,California,US06
GVT,Texas,US48
LWC,Kansas,US20
ORQ,Connecticut,US09
JOT,Illinois,US17
ONA,Minnesota,US27
FEP,Illinois,US17
TSP,California,US06
OLM,Washington,US53
MHS,California,US06
PSF,Massachusetts,US25
FPR,Florida,US12
REH,Delaware,US10
AWM,Arkansas,US05
MQI,Massachusetts,US25
FOB,California,US06
UCY,Tennessee,US47
ERR,New Hampshire,US33
CVR,California,US06
CCR,California,US06
DVN,Iowa,US19
USA,North Carolina,US37
TBR,Georgia,US13
SQL,California,US06
RKC,California,US06
RMY,California,US06
GTP,Oregon,US41
NHZ,Maine,US23
RBG,Oregon,US41
FAM,Missouri,US29
HST,Florida,US12
JDY,California,US06
MIW,Iowa,US19
WWD,New Jersey,US34
ETS,Alabama,US01
EDK,Kansas,US20
PHD,Ohio,US39
GVL,Georgia,US13
WSG,Pennsylvania,US42
CBF,Iowa,US19
SFZ,Rhode Island,US44
APF,Florida,US12
JEF,Missouri,US29
ISO,North Carolina,US37
NUQ,California,US06
WMH,Arkansas,US05
PBF,Arkansas,US05
SLG,Arkansas,US05
NHX,Alabama,US01
MVC,Alabama,US01
COE,Idaho,US16
EOK,Iowa,US19
MUT,Iowa,US19
EDE,North Carolina,US37
LBT,North Carolina,US37
MEO,North Carolina,US37
EWN,North Carolina,US37
SOP,North Carolina,US37
OCW,North Carolina,US37
HZL,Pennsylvania,US42
MEJ,Pennsylvania,US42
MPO,Pennsylvania,US42
UKT,Pennsylvania,US42
EGP,Texas,US48
FST,Texas,US48
HTV,Texas,US48
JKV,Texas,US48
MPS,Texas,US48
PSN,Texas,US48
PPA,Texas,US48
SEP,Texas,US48
SLR,Texas,US48
SWW,Texas,US48
TPL,Texas,US48
VHN,Texas,US48
MFD,Ohio,US39
DUC,Oklahoma,US40
DUA,Oklahoma,US40
FDR,Oklahoma,US40
MLC,Oklahoma,US40
HAX,Oklahoma,US40
MKO,Oklahoma,US40
RKR,Oklahoma,US40
SWO,Oklahoma,US40
LGD,Oregon,US41
PFC,Oregon,US41
FKN,Virginia,US51
FLE,Virginia,US51
PTB,Virginia,US51
CLS,Washington,US53
KLS,Washington,US53
NUW,Washington,US53
OMK,Washington,US53
EVW,Wyoming,US56
LND,Wyoming,US56
RWL,Wyoming,US56
COA,California,US06
HLI,California,US06
CKE,California,US06
NLC,California,US06
OVE,California,US06
TNP,California,US06
WLW,California,US06
CBK,Kansas,US20
EMP,Kansas,US20
EWK,Kansas,US20
CIG,Colorado,US08
GXY,Colorado,US08
PGO,Colorado,US08
RIL,Colorado,US08
EKX,Kentucky,US21
GLW,Kentucky,US21
HOP,Kentucky,US21
CEY,Kentucky,US21
OWB,Kentucky,US21
OPL,Louisiana,US22
LWM,Massachusetts,US25
STJ,Missouri,US29
DMO,Missouri,US29
MCB,Mississippi,US28
PCU,Mississippi,US28
VKS,Mississippi,US28
JXN,Michigan,US26
UIZ,Michigan,US26
OWA,Minnesota,US27
LXN,Nebraska,US31
SPF,South Dakota,US46
CEU,South Carolina,US45
RBW,South Carolina,US45
GFL,New York,US36
OLE,New York,US36
RME,New York,US36
MMI,Tennessee,US47
CSV,Tennessee,US47
MOR,Tennessee,US47
FLD,Wisconsin,US55
CMY,Wisconsin,US55
STE,Wisconsin,US55
SUW,Wisconsin,US55
EKN,West Virginia,US54
MRB,West Virginia,US54
AFN,New Hampshire,US33
ESO,New Mexico,US35
LSB,New Mexico,US35
ONM,New Mexico,US35
TCS,New Mexico,US35
CGZ,Arizona,US04
MZJ,Arizona,US04
OLS,Arizona,US04
INW,Arizona,US04
DNV,Illinois,US17
MTO,Illinois,US17
SLO,Illinois,US17
KKT,Indiana,US18
OKK,Indiana,US18
MDN,Indiana,US18
MZZ,Indiana,US18
MGC,Indiana,US18
RID,Indiana,US18
NPH,Utah,US49
RIF,Utah,US49
TRT,Utah,US49
ENV,Utah,US49
DNN,Georgia,US13
LIY,Georgia,US13
MLJ,Georgia,US13
PIM,Georgia,US13
TVI,Georgia,US13
AYS,Georgia,US13
VJI,Virginia,US51
WBR,Michigan,US26
CAD,Michigan,US26
CXL,California,US06
CLR,California,US06
CGE,Maryland,US24
CDN,South Carolina,US45
ICS,Idaho,US16
CDK,Florida,US12
GHM,Tennessee,US47
CNU,Kansas,US20
CCY,Iowa,US19
CHK,Oklahoma,US40
CNH,New Hampshire,US33
ICL,Iowa,US19
CKM,Mississippi,US28
CAO,New Mexico,US35
CLI,Wisconsin,US55
CLG,California,US06
CTH,Pennsylvania,US42
OLU,Nebraska,US31
CNK,Kansas,US20
COP,New York,US36
CRS,Texas,US48
CTW,Arizona,US04
CSE,Colorado,US08
CSQ,Iowa,US19
DHT,Texas,US48
DTL,Minnesota,US27
DLL,South Carolina,US45
DGW,Wyoming,US56
RCR,Indiana,US18
RCK,Texas,US48
RKP,Texas,US48
SBO,Utah,US49
SYL,California,US06
SFM,Maine,US23
SZP,California,US06
SQA,California,US06
SES,Alabama,US01
SEM,Alabama,US01
SBM,Wisconsin,US55
SYI,Tennessee,US47
SNY,Nebraska,US31
SXQ,Alaska,US02
SME,Kentucky,US21
STK,Colorado,US08
SLB,Iowa,US19
SUE,Wisconsin,US55
IRS,Michigan,US26
TKA,Alaska,US02
ASN,Alabama,US01
TRL,Texas,US48
DLS,Oregon,US41
HAI,Michigan,US26
TPH,Nevada,US32
XSD,Nevada,US32
TAD,Colorado,US08
TCC,New Mexico,US35
USC,South Carolina,US45
UVA,Texas,US48
VTN,Nebraska,US31
VLA,Illinois,US17
VDI,Georgia,US13
OEA,Indiana,US18
AXV,Ohio,US39
SZL,Missouri,US29
WWA,Alaska,US02
ETB,Wisconsin,US55
WBK,Iowa,US19
EAN,Wyoming,US56
HIE,New Hampshire,US33
ILL,Minnesota,US27
MWM,Minnesota,US27
WLD,Kansas,US20
WMC,Nevada,US32
OTG,Minnesota,US27
YKN,South Dakota,US46
ZPH,Florida,US12
ESP,Pennsylvania,US42
ETN,Texas,US48
ELN,Washington,US53
EPH,Washington,US53
EST,Iowa,US19
EUF,Alabama,US01
UCE,Louisiana,US22
FLX,Nevada,US32
NFL,Nevada,US32
FFM,Minnesota,US27
FIL,Utah,US49
FCY,Arkansas,US05
FET,Nebraska,US31
FRH,Indiana,US18
GLE,Texas,US48
GBG,Illinois,US17
GLD,Kansas,US20
GVE,Virginia,US51
GVW,Missouri,US29
GNT,New Mexico,US35
RVR,Utah,US49
GRE,Illinois,US17
GEY,Wyoming,US56
GUY,Oklahoma,US40
HVS,South Carolina,US45
HYR,Wisconsin,US55
HES,Oregon,US41
HUT,Kansas,US20
IMM,Florida,US12
JAS,Texas,US48
JCT,Texas,US48
MVM,Arizona,US04
ENW,Wisconsin,US55
LJN,Texas,US48
NEL,New Jersey,US34
LVS,New Mexico,US35
LIC,Colorado,US08
LOG,Washington,US53
LMS,Mississippi,US28
LSK,Wyoming,US56
MDJ,Oregon,US41
AGO,Arkansas,US05
MNN,Ohio,US39
MFI,Wisconsin,US55
RNC,Tennessee,US47
MNM,Michigan,US26
MLT,Maine,US23
MHE,South Dakota,US46
MBY,Missouri,US29
MIF,Texas,US48
MGJ,New York,US36
LLY,New Jersey,US34
MUO,Idaho,US16
EOS,Missouri,US29
NVD,Missouri,US29
NLE,Michigan,US26
OGA,Nebraska,US31
OKM,Oklahoma,US40
ONL,Nebraska,US31
ONH,New York,US36
OOA,Iowa,US19
LOR,Alabama,US01
HEY,Alabama,US01
OZR,Alabama,US01
OZA,Texas,US48
PVZ,Ohio,US39
PYS,California,US06
PGR,Arkansas,US05
PJB,Arizona,US04
PWY,Wyoming,US56
PLY,Indiana,US18
POF,Missouri,US29
PUL,Washington,US53
PCD,Wisconsin,US55
PTT,Kansas,US20
RGR,Texas,US48
RTN,New Mexico,US35
RIE,Wisconsin,US55
NIR,Texas,US48
FSI,Oklahoma,US40
SAR,Illinois,US17
OTM,Iowa,US19
CUH,Oklahoma,US40
LTW,Maryland,US24
HUJ,Oklahoma,US40
SEG,Pennsylvania,US42
MPJ,Arkansas,US05
COT,Texas,US48
DLN,Montana,US30
IDP,Kansas,US20
JDA,Oregon,US41
LYO,Kansas,US20
PKF,Wisconsin,US55
ELZ,New York,US36
CNO,California,US06
CPM,California,US06
CEV,Indiana,US18
CRO,California,US06
CKN,Minnesota,US27
DEH,Iowa,US19
DYL,Pennsylvania,US42
DUF,North Carolina,US37
GRM,Minnesota,US27
IDH,Idaho,US16
UPP,Hawaii,US15
HQM,Washington,US53
HNB,Indiana,US18
KPT,Nevada,US32
EMM,Wyoming,US56
LXV,Colorado,US08
LLX,Vermont,US50
MCD,Michigan,US26
RRL,Wisconsin,US55
RNH,Wisconsin,US55
PSX,Texas,US48
WPO,Colorado,US08
PGL,Mississippi,US28
PSB,Pennsylvania,US42
PRZ,Oregon,US41
RFG,Texas,US48
VDU,Texas,US48
ROX,Minnesota,US27
SMN,Idaho,US16
SGT,Arkansas,US05
TBC,Arizona,US04
WAY,Pennsylvania,US42
SSU,West Virginia,US54
EYR,Nevada,US32
CFV,Kansas,US20
PPF,Kansas,US20
JBS,Texas,US48
SUD,Oklahoma,US40
WDR,Georgia,US13
ODM,Maryland,US24
HTH,Nevada,US32
LWV,Illinois,US17
SHN,Washington,US53
MHL,Missouri,US29
GED,Delaware,US10
PHT,Tennessee,US47
SBX,Montana,US30
VSF,Vermont,US50
NWH,New Hampshire,US33
FXY,Iowa,US19
SUC,Wyoming,US56
NIN,Alaska,US02
WOW,Alaska,US02
TYZ,Arizona,US04
ISQ,Michigan,US26
TOC,Georgia,US13
GUS,Indiana,US18
CIR,Illinois,US17
CAR,Maine,US23
WAH,North Dakota,US38
HSB,Illinois,US17
DGL,Arizona,US04
DUG,Arizona,US04
BSQ,Arizona,US04
APT,Tennessee,US47
SPW,Iowa,US19
COM,Texas,US48
MPE,Connecticut,US09
JLH,Nebraska,US31
PTL,Alaska,US02
NDV,District of Columbia,US11
EVA,Texas,US48
IRB,Texas,US48
EDW,California,US06
RFK,Mississippi,US28
ANN,Alaska,US02
ONY,Texas,US48
OTN,Indiana,US18
ONN,Alaska,US02
OTO,North Carolina,US37
OEO,Nebraska,US31
KOZ,Alaska,US02
WSD,New Mexico,US35
POY,Maine,US23
DAA,Virginia,US51
ACB,Texas,US48
PNF,Maryland,US24
POH,Iowa,US19
PXL,Arizona,US04
PVY,Alaska,US02
PLK,Missouri,US29
TTO,South Dakota,US46
FBR,Wyoming,US56
CCA,Oklahoma,US40
DAG,California,US06
DPG,Utah,US49
RBF,California,US06
DSV,Michigan,US26
VOK,Wisconsin,US55
DTA,Pennsylvania,US42
DRU,Wisconsin,US55
DRE,Michigan,US26
DEO,Missouri,US29
DCR,Michigan,US26
DTR,Washington,US53
WRI,New Jersey,US34
DRG,New Hampshire,US33
KTH,Alaska,US02
GCD,Washington,US53
DKK,Indiana,US18
DOV,Delaware,US10
FMH,Maine,US23
FRG,Maine,US23
VRS,Indiana,US18
PHP,South Dakota,US46
FBY,Illinois,US17
FID,New York,US36
FLT,Alaska,US02
PFD,Alaska,US02
FLP,Arkansas,US05
WFK,Maine,US23
FAK,Alaska,US02
GRN,Texas,US48
GDH,Colorado,US08
CUS,New Mexico,US35
GKN,Alaska,US02
GDW,Michigan,US26
GMT,Arkansas,US05
GWV,Missouri,US29
GTY,South Dakota,US46
GNG,Idaho,US16
PAK,Hawaii,US15
HNC,North Carolina,US37
WHD,Alaska,US02
HVE,Utah,US49
HNX,Oklahoma,US40
HWI,Alaska,US02
AHC,California,US06
HBO,South Dakota,US46
BRG,Tennessee,US47
WSM,Alaska,US02
WTR,South Dakota,US46
HBH,Alaska,US02
HUL,Maine,US23
HFF,North Carolina,US37
HGZ,Alaska,US02
GAB,Nevada,US32
JHC,Idaho,US16
GBH,Alaska,US02
GLS,Indiana,US18
EFW,New Jersey,US34
KKK,Alaska,US02
KYK,Alaska,US02
CWG,Georgia,US13
CIN,Ohio,US39
NGF,Hawaii,US15
CIB,California,US06
TWH,California,US06
AVX,California,US06
SXC,California,US06
CZF,Alaska,US02
CZP,Alaska,US02
CZZ,Colorado,US08
CDL,Alaska,US02
CDW,New Jersey,US34
CXF,Alaska,US02
CKV,Texas,US48
CYE,Iowa,US19
CLC,Texas,US48
CCG,Texas,US48
CKR,Washington,US53
CTY,Florida,US12
NRC,California,US06
NCO,Rhode Island,US44
LKK,Alaska,US02
NYG,Virginia,US51
UIL,Washington,US53
LOL,Nevada,US32
KLN,Alaska,US02
RSP,Alaska,US02
RSN,Washington,US53
LTH,Nevada,US32
POC,California,US06
ORI,Alaska,US02
LKS,Florida,US12
LEM,South Dakota,US46
LIZ,New York,US36
LIV,Alaska,US02
FRI,Kansas,US20
WRH,Alaska,US02
RBK,California,US06
RPX,Montana,US30
LVL,Pennsylvania,US42
RDB,California,US06
RCT,Michigan,US26
RED,Wisconsin,US55
RLD,Pennsylvania,US42
LEE,Georgia,US13
FLV,Kansas,US20
TZC,Michigan,US26
LNR,Wisconsin,US55
DHB,Washington,US53
LOW,Virginia,US51
LFN,Kansas,US20
RSX,New York,US36
RTD,Pennsylvania,US42
RWB,Alaska,US02
LOT,Illinois,US17
MYH,Arizona,US04
MRF,Texas,US48
MLK,Ohio,US39
MMS,Mississippi,US28
MXE,North Carolina,US37
MLD,Idaho,US16
MHN,Nebraska,US31
MXA,Utah,US49
MGI,Texas,US48
ASL,Virginia,US51
XMD,New Jersey,US34
MXY,Alaska,US02
MQW,Georgia,US13
JVI,New Jersey,US34
MVN,New York,US36
MCL,New Mexico,US35
MWS,California,US06
MUU,Pennsylvania,US42
NRB,Florida,US12
MFV,Virginia,US51
MYK,Washington,US53
FME,Maryland,US24
MDO,Alaska,US02
MEV,Nebraska,US31
MAW,Illinois,US17
DRA,Nevada,US32
NNK,Alaska,US02
ASH,Minnesota,US27
NZW,Massachusetts,US25
ENN,Alaska,US02
OXC,Connecticut,US09
OXD,Massachusetts,US25
FTK,Kentucky,US21
OWK,Maine,US23
NTU,West Virginia,US54
PHK,Florida,US12
KPK,Nebraska,US31
PMX,Massachusetts,US25
NHK,Maryland,US24
PCE,Ohio,US39
FPY,Ohio,US39
PYL,Alaska,US02
PMB,North Dakota,US38
PUO,Alaska,US02
PWD,Montana,US30
PRW,Wisconsin,US55
CHZ,Oregon,US41
CZO,Alaska,US02
CXC,Alaska,US02
JDN,Montana,US30
CKK,Arkansas,US05
CEX,Alaska,US02
SAS,California,US06
SAG,Alaska,US02
SGW,Missouri,US29
UMM,Illinois,US17
KSR,West Virginia,US54
CWS,Washington,US53
ENL,Pennsylvania,US42
MIT,California,US06
SIV,Wisconsin,US55
HCB,Alaska,US02
SFR,California,US06
PJS,Alaska,US02
STQ,West Virginia,US54
SJN,Michigan,US26
SKW,Alaska,US02
SCB,Nebraska,US31
NSL,Minnesota,US27
WSB,Minnesota,US27
SSW,Washington,US53
MMN,Massachusetts,US25
SOL,Arizona,US04
TEK,Alaska,US02
TSG,Alaska,US02
TPO,Alaska,US02
TEH,Alaska,US02
TRX,Michigan,US26
TRH,California,US06
TRM,California,US06
TYE,Alaska,US02
TKI,Alaska,US02
HHI,Hawaii,US15
EPG,Nebraska,US31
ISS,Maine,US23
LWL,Minnesota,US27
EWD,Alaska,US02
VIH,Missouri,US29
INK,Texas,US48
WDN,Washington,US53
ARG,Arkansas,US05
UKN,Iowa,US19
UMB,Alaska,US02
FIV,Alaska,US02
WOD,Illinois,US17
WOO,Alaska,US02
FOK,Massachusetts,US25
SMU,Wyoming,US56
SKJ,Alaska,US02
PNX,Texas,US48
FSN,Illinois,US17
SYA,Alaska,US02
NCN,Alaska,US02
WSH,Massachusetts,US25
PTD,Alaska,US02
ELA,Wisconsin,US55
ESW,Massachusetts,US25
KIB,Alaska,US02
IML,Nebraska,US31
INS,Nevada,US32
MUI,Florida,US12
UCA,Indiana,US18
UGS,Alaska,US02
FAF,Virginia,US51
HGT,California,US06
JCY,Oklahoma,US40
PRF,New York,US36
MDY,Hawaii,US15
UNU,Wisconsin,US55
WNA,Alaska,US02
CYM,Alaska,US02
TKL,Alaska,US02
KKB,Alaska,US02
KMY,Alaska,US02
KOY,Alaska,US02
KPR,Alaska,US02
KPY,Alaska,US02
KWP,Alaska,US02
KZB,Alaska,US02
OLH,Alaska,US02
SYB,Alaska,US02
UGI,Alaska,US02
GNF,California,US06
NVN,California,US06
